SMILES,human,rat,mouse,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
COc1ccc2c(c1)cc([nH]2)C(=O)N1CC(=O)N([C@H](C1)N1[C@H](C)CCC[C@@H]1C)Cc1ccccc1,0,-1,-1,474.59,35,15,0.43,6,4,1,148.75,68.88,4.06,4.52,2.96,2.69,3.43,3.53,-5.55,0.00133,2.81E-06,Moderately soluble,-5.69,0.000973,2.05E-06,Moderately soluble,-6.61,0.000117,2.46E-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.99,0,1,0,0,0,0.55,0,0,2,4.42
CNCC(=O)N[C@H](c1cc(Cl)ccc1N1CCN(CC1)C(=O)[C@@H](Cc1ccc(cc1)Cl)C)C(C)C,-1,-1,1,519.51,35,12,0.48,11,3,2,151.44,64.68,4.53,5.11,3.47,3.43,5.27,4.36,-5.81,0.000808,1.56E-06,Moderately soluble,-6.21,0.000319,6.14E-07,Poorly soluble,-8.23,3.05E-06,5.86E-09,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-5.84,1,3,1,0,1,0.55,0,0,3,4.2
ClCCCOc1ccc2c(c1)[nH]c1c(c2=O)c(Cl)cc(c1)Cl,-1,-1,1,356.63,22,14,0.19,4,2,1,93,42.09,3,5.15,5,3.47,6.1,4.54,-5.5,0.00112,3.14E-06,Moderately soluble,-5.78,0.000593,1.66E-06,Moderately soluble,-8.04,3.24E-06,9.08E-09,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-4.82,0,0,0,0,1,0.55,0,2,2,2.12
O=C(C(C)C)OC[C@H]1N(CCCCCCN(C(=O)NC(C)(C)C)C2CCCCC2)C[C@@H]([C@H]([C@@H]1OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C,-1,-1,0,723.98,51,0,0.87,24,10,1,203.63,140.78,7.28,7.58,5.9,3.69,5.86,6.06,-7.52,2.19E-05,3.02E-08,Poorly soluble,-10.37,3.06E-08,4.23E-11,Insoluble,-6.07,0.000618,8.53E-07,Poorly soluble,Low,No,Yes,No,Yes,No,No,Yes,-5.33,2,4,2,2,3,0.17,0,1,3,7.15
OCc1cc(NC(=O)c2cc(n3c2cc(N)cc3)C(=O)C)c(c(c1)c1cnn(c1)C)F,-1,0,-1,421.42,31,20,0.14,6,5,3,114.78,114.65,2.92,1.82,3.09,1.13,2.12,2.22,-3.68,0.0879,0.000209,Soluble,-3.85,0.0599,0.000142,Soluble,-5.88,0.000553,1.31E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,No,-7.58,0,0,0,0,0,0.55,0,0,1,3.14
OC1=C(C2=NS(=O)(=O)c3c(N2)ccc(c3)NS(=O)(=O)C)C(=O)N([C@@H]2[C@H]1[C@@H]1CC[C@H]2C1)Cc1cccs1,0,-1,-1,548.65,36,11,0.39,5,7,3,147.14,190.24,1.5,1.33,3.39,1.59,1.48,1.86,-3.98,0.058,0.000106,Soluble,-4.93,0.0065,1.18E-05,Moderately soluble,-5.47,0.00188,3.42E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.7,1,2,1,1,1,0.55,0,0,1,5.62
OCCOCCN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccc(cc1)Cl,1,0,0,409.35,27,12,0.43,8,4,1,118.13,35.94,4.22,4.33,2.62,2.93,4.45,3.71,-4.91,0.00507,1.24E-05,Moderately soluble,-4.8,0.0065,1.59E-05,Moderately soluble,-6.67,8.65E-05,2.11E-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,No,-5.72,0,0,0,0,0,0.55,0,0,3,2.75
CC#CC(c1ccc(cc1)OCc1ccc(s1)C(=O)N1CCN(CC1)c1ccccc1)CC(=O)O,1,-1,1,488.6,35,17,0.29,9,4,1,145.4,98.32,3.76,4.83,4.04,3.38,5.48,4.3,-5.68,0.00103,2.10E-06,Moderately soluble,-6.63,0.000115,2.35E-07,Poorly soluble,-6.71,9.57E-05,1.96E-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.85,0,2,0,0,0,0.56,0,1,3,4.27
CN(Cc1ccc(cc1)C(=O)Cn1ncc(cc1=O)OCc1ccccc1)C,-1,0,-1,377.44,28,18,0.23,8,5,0,107.93,64.43,3.42,2.39,2.46,2.05,3.31,2.73,-3.63,0.0878,0.000233,Soluble,-3.38,0.156,0.000413,Soluble,-6.72,7.14E-05,1.89E-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.91,0,0,0,0,0,0.55,0,0,2,3.16
CNC(=O)c1ccc(cc1)NC(=O)Nc1nc2ccccc2c(n1)N1CCOCC1,-1,-1,0,406.44,30,16,0.24,7,5,3,116.98,108.48,2.7,1.8,1.71,1.38,1.3,1.78,-3.43,0.152,0.000374,Soluble,-3.7,0.0816,0.000201,Soluble,-6.39,0.000167,4.10E-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.5,0,0,0,0,0,0.55,0,0,1,3.03
COc1cc(ccc1Nc1nc(Oc2cccc3c2C(=O)CC3)c2c(n1)[nH]cc2)N1CCN(CC1)C,0,-1,-1,484.55,36,21,0.3,6,6,2,145.75,95.61,4.08,4.05,3.62,1.85,3.56,3.43,-5.43,0.00179,3.70E-06,Moderately soluble,-5.76,0.000839,1.73E-06,Moderately soluble,-8.22,2.93E-06,6.04E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.38,0,2,0,0,0,0.55,0,0,2,3.92
CCCCc1ccc(cc1)c1occ(n1)CNCCC1CCCN1C,-1,-1,1,341.49,25,11,0.57,9,4,1,107.44,41.3,4.48,4.23,3.73,2.67,4.75,3.97,-4.35,0.0151,4.43E-05,Moderately soluble,-4.81,0.00531,1.56E-05,Moderately soluble,-7.19,2.20E-05,6.44E-08,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-5.38,0,0,0,0,0,0.55,0,0,2,3.94
CN(CCN1C2CCCC2C(=C(C1=O)C1=NS(=O)(=O)c2c(N1)ccc(c2)NS(=O)(=O)C)O)C,0,-1,-1,497.59,33,6,0.5,6,8,3,134.6,165.24,1.5,-0.31,1.59,-0.46,-0.65,0.33,-2.47,1.69,0.0034,Soluble,-2.7,0.994,0.002,Soluble,-4.17,0.034,6.82E-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-9.56,1,2,1,1,1,0.55,0,0,1,5.33
C=CC(=O)N1CC[C@H](C1)NC(=O)c1sc2c3c1[nH]c(=O)n(c3ccn2)c1cnc(cc1C)CC(C)C,1,-1,-1,504.6,36,18,0.35,8,5,2,145.48,141.22,4,3.4,2.97,2.06,5.01,3.49,-4.95,0.00563,1.12E-05,Moderately soluble,-6.05,0.000455,9.02E-07,Poorly soluble,-6.75,8.93E-05,1.77E-07,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.96,1,2,1,1,0,0.55,0,1,2,4.51
Fc1ccc(cc1)C(c1nnnn1Cc1ccccc1)N1CCN(CC1)C1CCC1,0,0,-1,406.5,30,17,0.43,6,6,0,120.83,50.08,3.7,3.55,2.45,3.77,2.9,3.27,-4.62,0.00975,2.40E-05,Moderately soluble,-4.29,0.021,5.17E-05,Moderately soluble,-6.01,0.000399,9.82E-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.26,0,0,0,0,0,0.55,0,0,2,4.11
CC(c1ccccc1)Sc1nc2nn(cc2c(=O)n1c1ccccc1)C1COC1,-1,-1,1,404.48,29,21,0.23,5,4,0,113.99,87.24,3.57,3.51,3.68,3.19,3.18,3.43,-4.76,0.00695,1.72E-05,Moderately soluble,-5.03,0.00381,9.43E-06,Moderately soluble,-6.26,0.000222,5.48E-07,Poorly soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.28,0,0,0,0,0,0.55,0,0,2,3.75
NC(=O)c1cnc2c(c1NC1C3CC4CC1CC(C3)(C4)O)cc[nH]2,-1,1,-1,326.39,24,9,0.56,3,3,4,91.62,104.03,1.74,1.87,1.82,1.52,1.6,1.71,-3.12,0.247,0.000756,Soluble,-3.68,0.0688,0.000211,Soluble,-3.79,0.0531,0.000163,Soluble,High,No,Yes,No,Yes,No,Yes,No,-6.96,0,0,0,0,0,0.55,0,0,0,4.74
O=C(NC(c1cc(Cl)c2c(c1O)nccc2)c1ccccc1Cl)CN(c1ccccc1)C,-1,0,-1,466.36,32,22,0.12,7,3,2,129.58,65.46,3.39,6.3,5.26,3.65,5.09,4.74,-6.75,8.35E-05,1.79E-07,Poorly soluble,-7.46,1.60E-05,3.44E-08,Poorly soluble,-9.43,1.74E-07,3.74E-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-4.67,0,0,0,0,1,0.55,1,0,2,3.46
COCCOc1cc2c(ncnc2cc1OCCOC)Nc1cccc(c1)C#C,1,-1,-1,393.44,29,16,0.27,10,6,1,111.4,74.73,3.67,3.31,3.48,1.62,4.06,3.23,-4.11,0.0303,7.71E-05,Moderately soluble,-4.56,0.011,2.78E-05,Moderately soluble,-7.26,2.15E-05,5.46E-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.35,0,0,0,0,0,0.55,0,1,2,3.19
Oc1cc(O)c(c(c1)Nc1cc(nn1C)c1cc(F)ccc1C)C(=O)N1Cc2c(C1)ccc(c2)F,0,-1,0,476.47,35,23,0.15,5,6,3,131.74,90.62,3.36,4.7,5.14,3.52,4.16,4.18,-5.91,0.000584,1.23E-06,Moderately soluble,-6.33,0.000222,4.66E-07,Poorly soluble,-7.88,6.28E-06,1.32E-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,No,-5.87,0,1,0,0,0,0.55,0,0,2,3.58
CN(CCOc1ccc(cn1)c1ccc2c(c1)nc(cn2)N(C(=O)NC(C)C)C)C,1,-1,-1,408.5,30,16,0.36,9,6,1,118.6,83.48,3.68,2.43,3.19,1.78,2.25,2.66,-3.7,0.0807,0.000198,Soluble,-3.83,0.061,0.000149,Soluble,-6.59,0.000104,2.54E-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.07,0,0,0,0,0,0.55,0,0,2,3.6
O=C(Nc1ccc(cn1)c1cnccn1)Cc1cnc(c(c1)C)c1ccnc(c1)C,1,1,1,396.44,30,24,0.13,6,6,1,115.02,93.55,2.71,1.77,3.6,0.51,4.34,2.59,-3.61,0.0975,0.000246,Soluble,-3.35,0.176,0.000444,Soluble,-9.19,2.55E-07,6.44E-10,Poorly soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-7.46,0,0,0,0,0,0.55,0,0,1,3.27
ClCC(=O)NC1CCN(CC1)c1cnc(c(n1)c1ccccc1)c1ccccc1,-1,0,0,406.91,29,18,0.26,6,3,1,119.76,58.12,3.21,4.05,3.75,2.55,4.21,3.55,-4.98,0.00428,1.05E-05,Moderately soluble,-4.97,0.00432,1.06E-05,Moderately soluble,-8.12,3.11E-06,7.64E-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.91,0,0,0,0,0,0.55,0,1,2,3.27
COc1cccc(c1)c1ccc(s1)C(=O)N(c1cccc(c1)OC)C,0,-1,-1,353.43,25,17,0.15,6,3,0,101.85,67.01,3.78,4.56,4.71,2.94,4.85,4.17,-5.01,0.00344,9.74E-06,Moderately soluble,-5.69,0.000721,2.04E-06,Moderately soluble,-6.59,9.17E-05,2.59E-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.22,0,0,0,0,0,0.55,0,0,2,2.95
c1ccc(cc1)c1ccc(cc1)c1ccnc(c1)CN1CCC2(CC1)CCCC2,1,-1,-1,382.54,29,18,0.37,4,2,0,125.66,16.13,4.15,6.52,6.04,4.72,6.36,5.56,-6.51,0.000117,3.06E-07,Poorly soluble,-6.66,8.45E-05,2.21E-07,Poorly soluble,-9.22,2.30E-07,6.01E-10,Poorly soluble,High,No,Yes,Yes,No,No,Yes,No,-4,1,1,0,1,1,0.55,0,0,2,3.34
CCN(c1cc(NC(=O)C=C)cc(c1C)C(=O)NCc1c(C)cc([nH]c1=O)C)C1CCOCC1,0,-1,-1,466.57,34,12,0.42,10,4,3,135.3,103.53,3.51,2.86,3.02,1.91,4.85,3.23,-4.14,0.0341,7.32E-05,Moderately soluble,-4.69,0.00946,2.03E-05,Moderately soluble,-7.35,2.10E-05,4.50E-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.12,0,1,0,0,0,0.55,0,1,2,3.66
O=c1c(N=Nc2nccs2)c([nH]n1c1scc(n1)c1ccccc1)c1ccccc1,1,-1,1,430.51,30,27,0,5,5,1,119.22,144.77,3.39,5.49,5.83,3.55,6.51,4.95,-6.3,0.000214,4.97E-07,Poorly soluble,-8.29,2.22E-06,5.15E-09,Poorly soluble,-8.17,2.91E-06,6.76E-09,Poorly soluble,Low,No,No,No,No,No,No,No,-5.03,0,1,1,1,1,0.55,1,1,2,3.71
CCCCCC(NCc1coc(n1)c1ccc(cc1)C)C,-1,-1,1,286.41,21,11,0.5,8,3,1,88.32,38.06,4.25,4.54,4.56,2.84,4.98,4.23,-4.34,0.0132,4.62E-05,Moderately soluble,-5.06,0.00249,8.68E-06,Moderately soluble,-7.04,2.64E-05,9.20E-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.82,0,0,0,0,0,0.55,0,0,2,3.65
Cc1cccc(n1)NC(=O)c1nc(n(c1C)c1ccc(c(c1)Cl)Cl)C,-1,1,1,375.25,25,17,0.17,4,3,1,100.49,59.81,2.69,4.56,4.56,2.79,4.35,3.79,-5.28,0.00198,5.27E-06,Moderately soluble,-5.54,0.00108,2.89E-06,Moderately soluble,-7.41,1.47E-05,3.91E-08,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.35,0,0,0,0,0,0.55,0,0,2,2.93
OCCCn1cnc2c1nc(C#N)nc2NCc1cccc(c1)c1c(C)cccc1C,0,-1,0,412.49,31,21,0.25,7,5,2,121.24,99.65,3.55,3.88,3.63,2.14,4.21,3.48,-4.88,0.00542,1.31E-05,Moderately soluble,-5.67,0.000882,2.14E-06,Moderately soluble,-8.24,2.36E-06,5.73E-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.06,0,0,0,0,0,0.55,0,0,2,3.37
C#CCN1CCN(CC1)C(c1nnnn1Cc1ccccc1)c1ccc(cc1)F,0,-1,-1,390.46,29,17,0.32,6,6,0,116.3,50.08,3.46,2.75,1.61,3.48,2.84,2.83,-4.03,0.0363,9.31E-05,Moderately soluble,-3.46,0.136,0.000349,Soluble,-5.63,0.000913,2.34E-06,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.73,0,0,0,0,0,0.55,0,1,1,3.79
N#Cc1ccc(c(c1)F)COc1cccc(n1)C1CCN(CC1)Cc1nc2c(n1C[C@@H]1CCO1)cc(cc2)C(=O)O,-1,1,1,555.6,41,21,0.35,9,9,1,152.98,113.5,3.5,1.36,4.62,2.52,4.69,3.34,-3.93,0.0658,0.000118,Soluble,-3.35,0.25,0.000451,Soluble,-8.03,5.19E-06,9.33E-09,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.72,1,3,0,0,0,0.55,0,0,2,4.8
OCCN(C(=O)Nc1ccc(cc1)c1c[nH]nc1)Cc1ccccc1,0,0,-1,336.39,25,17,0.16,8,3,3,96.88,81.25,2.14,1.84,2.76,1.89,2.44,2.22,-3.06,0.293,0.000871,Soluble,-3.17,0.229,0.000681,Soluble,-6.21,0.000205,6.10E-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.05,0,0,0,0,0,0.55,0,0,1,2.47
CCCc1nccn1CC(c1cc(nc2c1cccc2C(F)(F)F)C(F)(F)F)O,-1,-1,0,417.35,29,15,0.37,7,9,1,93.83,50.94,2.72,4.05,7.14,3.23,5.26,4.48,-4.9,0.00526,1.26E-05,Moderately soluble,-4.82,0.00626,1.50E-05,Moderately soluble,-6.99,4.32E-05,1.04E-07,Poorly soluble,Low,No,Yes,No,Yes,No,Yes,Yes,-5.97,0,1,0,1,0,0.55,0,0,2,3.42
ONC(=O)c1cnc(nc1)N1CCC2(CC1)CCN(C2)Cc1cn(c2c1cncc2)C,-1,-1,1,421.5,31,15,0.45,5,6,2,123.1,99.41,2.44,0.72,1.06,0.77,0.77,1.15,-2.93,0.49,0.00116,Soluble,-2.39,1.73,0.00411,Soluble,-4.86,0.00585,1.39E-05,Moderately soluble,High,No,Yes,No,No,Yes,Yes,No,-8.36,0,0,0,0,0,0.55,0,2,1,3.54
Nc1ncc(cn1)C(=O)NC1CCC(=Cc2cccc(c2)Oc2ccc(cn2)C(F)(F)F)CC1,-1,1,-1,469.46,34,18,0.25,7,8,2,120.28,103.02,3.32,3.85,6.07,2.79,4.11,4.03,-5.11,0.00368,7.84E-06,Moderately soluble,-5.71,0.000916,1.95E-06,Moderately soluble,-7.9,5.86E-06,1.25E-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-6.43,0,1,0,1,0,0.55,0,0,2,3.88
COc1ccc(cc1)C1N(CCc2c1[nH]c1c2cc(cc1)Cl)C(=O)Nc1ccccc1C(=O)OC,1,-1,0,489.95,35,21,0.19,7,4,2,139.23,83.66,4.12,5.5,4.9,3.82,4.83,4.63,-6.32,0.000232,4.73E-07,Poorly soluble,-7.02,4.73E-05,9.65E-08,Poorly soluble,-8.91,6.07E-07,1.24E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.38,0,2,0,0,1,0.55,1,0,2,3.88
CCn1c(C)c(c2c1cccc2)CC(=O)N[C@H](C(=O)N(c1ccc(cc1)F)C)Cc1ccccc1,0,-1,0,471.57,35,21,0.24,10,3,1,138.54,54.34,3.38,5.09,5.46,3.97,5.56,4.69,-5.75,0.00083,1.76E-06,Moderately soluble,-5.97,0.0005,1.06E-06,Moderately soluble,-9.33,2.19E-07,4.63E-10,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.56,0,1,0,0,1,0.55,1,0,3,3.78
O=c1cc(Cn2c(nc3c2cccc3)c2ccccn2)c2c([nH]1)c(F)c(cc2)F,-1,-1,1,388.37,29,25,0.05,3,5,1,106.76,63.57,2.6,2.83,5.11,3.77,5.21,3.9,-4.47,0.0131,3.38E-05,Moderately soluble,-3.82,0.0584,0.00015,Soluble,-8.85,5.45E-07,1.40E-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.66,0,0,0,0,0,0.55,0,0,1,2.92
CCC(O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)NCc1ccc2c(c1)c1ccccc1s2)C(=O)O)CC,-1,1,-1,480.62,34,13,0.41,10,5,3,137.67,115.9,3.49,2.49,4.85,2.99,5.22,3.81,-4.01,0.0468,9.74E-05,Moderately soluble,-4.57,0.013,2.70E-05,Moderately soluble,-7.18,3.19E-05,6.64E-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.46,0,2,0,0,0,0.55,0,0,2,4.9
CC#C[C@H](c1ccc(cc1)OCc1ccc2c(c1)c(cs2)c1ccc(cc1C)OCC1(C)CS(=O)(=O)C1)Cc1n[nH]nn1,-1,1,-1,612.76,43,26,0.3,10,7,1,170.09,143.68,5.79,6.56,7.14,4.84,8.29,6.52,-7.56,1.69E-05,2.76E-08,Poorly soluble,-9.38,2.58E-07,4.21E-10,Poorly soluble,-11.4,2.45E-09,3.99E-12,Insoluble,Low,No,No,Yes,No,Yes,No,Yes,-5.38,2,4,1,2,2,0.56,0,1,3,5.13
CCCOc1nc(OCC(O)(C)C)c(cc1CO)c1ccc(cc1)S(=O)(=O)C,0,-1,0,409.5,28,12,0.45,9,7,2,107.11,114.33,3.14,2.27,3.51,1.56,3.27,2.75,-3.53,0.12,0.000294,Soluble,-4.31,0.0202,4.92E-05,Moderately soluble,-5.93,0.000482,1.18E-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-7.19,0,0,0,0,0,0.55,0,0,2,3.62
NCc1ccc(cc1)NC(=O)c1ccc(cc1O)C,0,-1,-1,256.3,19,12,0.13,4,3,3,75.32,75.35,2.13,2.49,2.07,2.07,2.25,2.2,-3.2,0.161,0.000629,Soluble,-3.72,0.0491,0.000192,Soluble,-4.78,0.00428,1.67E-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-6.1,0,0,0,0,0,0.55,0,0,0,1.58
COc1cc2nc(C)nc(c2cc1O[C@H]1CCOC1)N[C@@H](c1cc(N)cc(c1)C(F)(F)F)C,-1,1,0,462.46,33,16,0.39,7,8,2,118.89,91.52,3.65,4.35,5.53,2.22,4.46,4.04,-5.34,0.00209,4.52E-06,Moderately soluble,-5.99,0.000476,1.03E-06,Moderately soluble,-7.6,1.17E-05,2.53E-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-6.03,0,0,0,0,0,0.55,0,1,2,4.09
Cc1ccc(cc1)S(=O)(=O)NCc1cccc(c1)CN=C(c1ccccc1)N,-1,1,-1,393.5,28,18,0.14,7,4,2,112.44,92.93,2.77,3.4,4.16,3.45,3.76,3.51,-4.44,0.0144,3.67E-05,Moderately soluble,-5.03,0.00366,9.31E-06,Moderately soluble,-8.27,2.13E-06,5.41E-09,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.29,0,0,0,0,0,0.55,0,2,1,3.58
Fc1ccc2c(c1F)[nH]c(=O)cc2Cn1c(nc2c1nccc2)C1CCC1,-1,-1,1,366.36,27,19,0.25,3,5,1,98.59,63.57,2.85,2.58,4.71,3.27,4.86,3.65,-4.06,0.0319,8.72E-05,Moderately soluble,-3.56,0.1,0.000273,Soluble,-7.23,2.15E-05,5.87E-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.7,0,0,0,0,0,0.55,0,0,1,3.01
NCCCC[C@@H](C(=O)O)NC(=O)c1cc2ccccc2cc1NC(=O)Nc1c(C)cccc1Cl,-1,0,-1,482.96,34,16,0.24,12,5,5,134.16,133.55,2.43,2.04,4.38,3.27,3.62,3.15,-3.68,0.102,0.000211,Soluble,-4.47,0.0163,3.37E-05,Moderately soluble,-8.17,3.27E-06,6.78E-09,Poorly soluble,Low,No,No,No,Yes,Yes,Yes,No,-7.8,0,2,1,1,0,0.55,0,0,2,3.65
Clc1ccc(cc1)N1CCN(CC1)c1ccc(c(c1)F)C(=O)N[C@@H](C(=O)Nc1ccncc1)Cc1c[nH]c2c1cccc2,-1,0,0,597.08,43,27,0.18,10,4,3,173.68,93.36,2.74,5.59,5.13,3.37,5.4,4.45,-6.87,8.09E-05,1.35E-07,Poorly soluble,-7.31,2.91E-05,4.87E-08,Poorly soluble,-11.29,3.03E-09,5.07E-12,Insoluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.97,1,3,0,0,1,0.55,0,0,3,4.14
C=CCc1cc(CN2CCC(CC2)N)c(c(c1)c1cc(CC=C)ccc1OC(C)C)O,1,-1,-1,420.59,31,12,0.41,9,4,2,134.62,58.72,4.73,5.55,4.69,3.6,6.08,4.93,-5.64,0.000971,2.31E-06,Moderately soluble,-6.54,0.00012,2.86E-07,Poorly soluble,-7.05,3.77E-05,8.95E-08,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,No,-4.93,0,1,0,0,1,0.55,1,1,3,3.51
N#Cc1nn(c2cc(Cl)c(c(c2)Cl)Oc2n[nH]c(=O)c(c2)C(C)C)c(=O)[nH]c1=O,-1,1,1,435.22,29,18,0.18,4,7,2,104.7,146.52,2.22,2.67,2.1,2.42,3.62,2.6,-4.42,0.0167,3.84E-05,Moderately soluble,-5.4,0.00174,3.99E-06,Moderately soluble,-6.24,0.000252,5.78E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-7.06,0,0,1,1,0,0.55,0,0,1,3.26
CCC(=O)CNC(=O)C[C@@H](NC(=O)c1nn(c(c1)c1c(OC)cccc1OC)CC(C)C)CCC1CCCCC1,0,-1,-1,554.72,40,11,0.61,17,6,2,157.71,111.55,4.26,5.7,5.17,2.22,5.68,4.61,-5.95,0.00062,1.12E-06,Moderately soluble,-7.81,8.62E-06,1.55E-08,Poorly soluble,-8.01,5.40E-06,9.73E-09,Poorly soluble,Low,No,Yes,No,Yes,No,Yes,Yes,-5.64,1,3,1,0,2,0.55,0,0,3,4.96
CCCN(CCOc1ccc2c(c1)[nH]c1c(c2=O)ccc(c1)Cl)CCC,0,-1,0,372.89,26,14,0.38,8,3,1,110.12,45.33,4.13,5.4,4.84,3.02,5.68,4.61,-5.42,0.0014,3.76E-06,Moderately soluble,-6.11,0.000292,7.82E-07,Poorly soluble,-8.12,2.81E-06,7.53E-09,Poorly soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-4.74,0,0,0,0,1,0.55,0,1,3,2.59
COC(=O)Nc1ccc(cc1)c1nnc(c(c1)[C@H](Cc1ccccc1)NC(=O)/C=C/c1cc(Cl)ccc1n1cnnn1)Cl,1,-1,-1,615.47,43,29,0.1,12,8,2,162.47,136.81,4.16,5.17,5.09,4.17,4.55,4.63,-6.62,0.000148,2.40E-07,Poorly soluble,-7.79,1.00E-05,1.63E-08,Poorly soluble,-10.57,1.66E-08,2.70E-11,Insoluble,Low,No,No,Yes,Yes,Yes,No,No,-6.38,3,2,1,1,2,0.17,0,1,3,4.59
COc1cc(cc(c1C)OC)C(=O)N(Cc1ccc(cc1)Oc1ccc(cc1C(=O)O)Cl)CCCc1ccccc1,-1,0,-1,574.06,41,24,0.21,13,6,1,159.36,85.3,4.42,7.18,7.28,4.74,7.13,6.15,-7.5,1.82E-05,3.18E-08,Poorly soluble,-8.79,9.24E-07,1.61E-09,Poorly soluble,-10.96,6.34E-09,1.10E-11,Insoluble,Low,No,Yes,No,Yes,No,Yes,No,-4.7,2,4,1,1,1,0.56,0,0,3,3.68
FC1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC=C2c2cncc(c2)F)C)C1)C,0,-1,-1,369.49,27,6,0.62,1,3,0,106.61,12.89,3.83,5.76,7.36,5.82,5.79,5.71,-5.86,0.000512,1.39E-06,Moderately soluble,-5.8,0.000587,1.59E-06,Moderately soluble,-6.58,9.81E-05,2.65E-07,Poorly soluble,Low,No,No,Yes,No,No,No,No,-4.46,1,1,0,1,2,0.55,0,1,2,5.2
CS(=O)(=O)N1CCC(CC1)Oc1ccc2c(c1)CCC1(O2)CCN(CC1)C1CCC1,-1,0,0,434.59,30,6,0.74,4,6,0,125.86,67.46,4.14,3.42,3.52,2.18,2.47,3.14,-4.57,0.0116,2.67E-05,Moderately soluble,-4.52,0.0132,3.04E-05,Moderately soluble,-4.72,0.00834,1.92E-05,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.52,0,0,0,0,0,0.55,0,0,1,4.79
